"order_year";"order_month";"order_day_in_month";"CT1_SKU";"CT1_SKU_name";"Ordered";"Reserved";"service_level"
"2018";"4";"1";"1DAM3085-0125";"1 Day Acuvue Moist (30 db), BC: 8.5, PWR: -1.25";"3";"3.000000";"1.0000000000"
"2018";"4";"1";"AOA386-0300";"Air Optix Aqua (3 db), BC: 8.6, PWR: -3.00";"1";"1.000000";"1.0000000000"
"2018";"4";"1";"AOA386-0425";"Air Optix Aqua (3 db), BC: 8.6, PWR: -4.25";"2";"2.000000";"1.0000000000"
"2018";"4";"1";"AOA386-0450";"Air Optix Aqua (3 db), BC: 8.6, PWR: -4.50";"1";"1.000000";"1.0000000000"
"2018";"4";"1";"AOA686-0400";"Air Optix Aqua (6 db), BC: 8.6, PWR: -4.00";"2";"2.000000";"1.0000000000"
"2018";"4";"1";"AOFA387-0300-0075150";"Air Optix For Astigmatism (3 db), BC: 8.7, PWR: -3.00, CYL: -0.75, AX: 150°";"1";"1.000000";"1.0000000000"
"2018";"4";"1";"AOFA686+0400-0075090";"Acuvue Oasys For Astigmatism (6 db), BC: 8.6, PWR: +4.00, CYL: -0.75, AX: 90°";"2";"2.000000";"1.0000000000"
"2018";"4";"1";"AOFA686-0325-0225010";"Acuvue Oasys For Astigmatism (6 db), BC: 8.6, PWR: -3.25, CYL: -2.25, AX: 10°";"1";"1.000000";"1.0000000000"
"2018";"4";"1";"AOFA686-0350-0225170";"Acuvue Oasys For Astigmatism (6 db), BC: 8.6, PWR: -3.50, CYL: -2.25, AX: 170°";"1";"1.000000";"1.0000000000"
"2018";"4";"1";"AOPHG686-0900";"Air Optix Plus HydraGlyde (6 db), BC: 8.6, PWR: -9.00";"1";"1.000000";"1.0000000000"
"2018";"4";"1";"AOWHP684-0200";"Acuvue Oasys With Hydraclear Plus (6 db), BC: 8.4, PWR: -2.00";"1";"1.000000";"1.0000000000"
"2018";"4";"1";"AOWHP684-0225";"Acuvue Oasys With Hydraclear Plus (6 db), BC: 8.4, PWR: -2.25";"1";"1.000000";"1.0000000000"
"2018";"4";"1";"BIF386-0350";"Biofinity (3 db), BC: 8.6, PWR: -3.50";"1";"1.000000";"1.0000000000"
"2018";"4";"1";"BIF386-0375";"Biofinity (3 db), BC: 8.6, PWR: -3.75";"2";"2.000000";"1.0000000000"
"2018";"4";"1";"BIF386-0525";"Biofinity (3 db), BC: 8.6, PWR: -5.25";"1";"1.000000";"1.0000000000"
"2018";"4";"1";"BIF386-0575";"Biofinity (3 db), BC: 8.6, PWR: -5.75";"1";"1.000000";"1.0000000000"
"2018";"4";"1";"BIF686-0100";"Biofinity (6 db), BC: 8.6, PWR: -1.00";"1";"1.000000";"1.0000000000"
"2018";"4";"1";"BIF686-0550";"Biofinity (6 db), BC: 8.6, PWR: -5.50";"1";"1.000000";"1.0000000000"
"2018";"4";"1";"BIF686-0575";"Biofinity (6 db), BC: 8.6, PWR: -5.75";"1";"1.000000";"1.0000000000"
"2018";"4";"1";"BIFM386-0150+150D";"Biofinity Multifocal (3 db), BC: 8.6, PWR: -1.50, ADD: +1.50D";"2";"0.000000";"0.0000000000"
"2018";"4";"1";"BIFT387-0050-0125090";"Biofinity Toric (3 db), BC: 8.7, PWR: -0.50, CYL: -1.25, AX: 90°";"2";"2.000000";"1.0000000000"
"2018";"4";"1";"BIFT387-0325-0075180";"Biofinity Toric (3 db), BC: 8.7, PWR: -3.25, CYL: -0.75, AX: 180°";"1";"0.000000";"0.0000000000"
"2018";"4";"1";"BIFT387-0400-0075010";"Biofinity Toric (3 db), BC: 8.7, PWR: -4.00, CYL: -0.75, AX: 10°";"1";"0.000000";"0.0000000000"
"2018";"4";"1";"BIFT387-0500-0125080";"Biofinity Toric (3 db), BC: 8.7, PWR: -5.00, CYL: -1.25, AX: 80°";"1";"0.000000";"0.0000000000"
"2018";"4";"1";"BIO55689-0150";"Biomedics 55 Evolution (6 db), BC: 8.9, PWR: -1.50";"2";"1.000000";"0.5000000000"
"2018";"4";"1";"DACP3087-0450";"Dailies AquaComfort Plus (30 db), BC: 8.7, PWR: -4.50";"3";"2.000000";"0.6666666667"
"2018";"4";"1";"DACP3087-0600";"Dailies AquaComfort Plus (30 db), BC: 8.7, PWR: -6.00";"3";"3.000000";"1.0000000000"
"2018";"4";"1";"ECPURE360";"EyeContact PURE (360 ml)";"3";"3.000000";"1.0000000000"
"2018";"4";"1";"EYEBE-0700PHZL";"ColourVUE BigEyes (2 db), BC: 8.6, PWR: -7.00, CLR: Pretty Hazel / Mogyoró";"1";"0.000000";"0.0000000000"
"2018";"4";"1";"EYEFU-0700YLWBLU";"ColourVUE Fusion (2 db), BC: 8.6, PWR: -7.00, CLR: Yellow Blue / Sárgáskék";"1";"1.000000";"1.0000000000"
"2018";"4";"1";"EYEFU-0700YLWGRN";"ColourVUE Fusion (2 db), BC: 8.6, PWR: -7.00, CLR: Yellow Green / Sárgászöld";"1";"0.000000";"0.0000000000"
"2018";"4";"1";"FDC9086-0500";"Focus Dailies All Day Comfort (90 db), BC: 8.6, PWR: -5.00";"1";"1.000000";"1.0000000000"
"2018";"4";"1";"OFE355";"OPTI-FREE Express (355 ml)";"2";"2.000000";"1.0000000000"
"2018";"4";"1";"OFPM60_FREE";"OPTI-FREE PureMoist (60 ml)";"2";"2.000000";"1.0000000000"
"2018";"4";"1";"OPP10";"Optive Plus (10 ml)";"2";"2.000000";"1.0000000000"
"2018";"4";"1";"PROS386-0325";"Proclear (3 db), BC: 8.6, PWR: -3.25";"2";"2.000000";"1.0000000000"
"2018";"4";"1";"PV686+0375";"PureVision (6 db), BC: 8.6, PWR: +3.75";"2";"0.000000";"0.0000000000"
"2018";"4";"1";"PV686+0575";"PureVision (6 db), BC: 8.6, PWR: +5.75";"2";"2.000000";"1.0000000000"
"2018";"4";"1";"PVT687-0350-0075090";"PureVision Toric For Astigmatism (6 db), BC: 8.7, PWR: -3.50, CYL: -0.75, AX: 90°";"2";"1.000000";"0.5000000000"
"2018";"4";"1";"RNMP360";"ReNu MultiPlus (360 ml)";"2";"2.000000";"1.0000000000"
"2018";"4";"1";"RNMP60";"ReNu MultiPlus (60 ml)";"3";"3.000000";"1.0000000000"
"2018";"4";"1";"SL3086-0300";"SofLens Daily Disposable (30 db), BC: 8.6, PWR: -3.00";"1";"1.000000";"1.0000000000"
"2018";"4";"1";"SL3086-0350";"SofLens Daily Disposable (30 db), BC: 8.6, PWR: -3.50";"1";"1.000000";"1.0000000000"
"2018";"4";"1";"SL59686-0600";"SofLens 59 (6 db), BC: 8.6, PWR: -6.00";"1";"1.000000";"1.0000000000"
"2018";"4";"1";"SLT685-0650-0275140";"SofLens Toric For Astigmatism (6 db), BC: 8.5, PWR: -6.50, CYL: -2.75, AX: 140°";"1";"1.000000";"1.0000000000"
"2018";"4";"1";"SLT685-0700-0275020";"SofLens Toric For Astigmatism (6 db), BC: 8.5, PWR: -7.00, CYL: -2.75, AX: 20°";"1";NULL;NULL
"2018";"4";"1";"ZERO6S187+0575";"Zero 6 Standard (1 db), BC: 8.7, PWR: +5.75";"6";NULL;NULL
"2018";"4";"2";"1DAMA3085-0025075180";"1 Day Acuvue Moist For Astigmatism (30 db), BC: 8.5, PWR: -0.25, CYL: -0.75, AX: 180°";"1";"1.000000";"1.0000000000"
"2018";"4";"2";"1DAMA3085-0025125180";"1 Day Acuvue Moist For Astigmatism (30 db), BC: 8.5, PWR: -0.25, CYL: -1.25, AX: 180°";"1";"1.000000";"1.0000000000"
"2018";"4";"2";"1DATE9085-0175";"1 Day Acuvue TruEye (90 db), BC: 8.5, PWR: -1.75";"1";"1.000000";"1.0000000000"
"2018";"4";"2";"A2683-0125";"Acuvue 2 (6 db), BC: 8.3, PWR: -1.25";"1";"1.000000";"1.0000000000"
"2018";"4";"2";"A2683-0150";"Acuvue 2 (6 db), BC: 8.3, PWR: -1.50";"1";"1.000000";"1.0000000000"
"2018";"4";"2";"ALLINONE-360";"Eyeye All in One (360 ml)";"1";"1.000000";"1.0000000000"
"2018";"4";"2";"AOA386-0200";"Air Optix Aqua (3 db), BC: 8.6, PWR: -2.00";"1";"1.000000";"1.0000000000"
"2018";"4";"2";"AOA386-0225";"Air Optix Aqua (3 db), BC: 8.6, PWR: -2.25";"1";"1.000000";"1.0000000000"
"2018";"4";"2";"AOA386-0300";"Air Optix Aqua (3 db), BC: 8.6, PWR: -3.00";"1";"1.000000";"1.0000000000"
"2018";"4";"2";"AOA386-0425";"Air Optix Aqua (3 db), BC: 8.6, PWR: -4.25";"2";"2.000000";"1.0000000000"
"2018";"4";"2";"AOA386-0600";"Air Optix Aqua (3 db), BC: 8.6, PWR: -6.00";"2";"2.000000";"1.0000000000"
"2018";"4";"2";"AOA686-0325";"Air Optix Aqua (6 db), BC: 8.6, PWR: -3.25";"1";"1.000000";"1.0000000000"
"2018";"4";"2";"AOAM386-0525M";"Air Optix Aqua Multifocal (3 db), BC: 8.6, PWR: -5.25, ADD: MED";"1";"1.000000";"1.0000000000"
"2018";"4";"2";"AOC286-0225BBLU";"Air Optix Colors (2 db), BC: 8.6, PWR: -2.25, CLR: Brilliant Blue";"1";"1.000000";"1.0000000000"
"2018";"4";"2";"AOFA387-0600-0075060";"Air Optix For Astigmatism (3 db), BC: 8.7, PWR: -6.00, CYL: -0.75, AX: 60°";"1";"0.000000";"0.0000000000"
"2018";"4";"2";"AOFA387-0600-0075080";"Air Optix For Astigmatism (3 db), BC: 8.7, PWR: -6.00, CYL: -0.75, AX: 80°";"1";"0.000000";"0.0000000000"
"2018";"4";"2";"AOFA686+0100-0275010";"Acuvue Oasys For Astigmatism (6 db), BC: 8.6, PWR: +1.00, CYL: -2.75, AX: 10°";"2";"2.000000";"1.0000000000"
"2018";"4";"2";"AOFA686+0100-0275180";"Acuvue Oasys For Astigmatism (6 db), BC: 8.6, PWR: +1.00, CYL: -2.75, AX: 180°";"2";"2.000000";"1.0000000000"
"2018";"4";"2";"AONDA684-0150";"Air Optix Night & Day Aqua (6 db), BC: 8.4, PWR: -1.50";"2";"2.000000";"1.0000000000"
"2018";"4";"2";"AONDA686-0200";"Air Optix Night & Day Aqua (6 db), BC: 8.6, PWR: -2.00";"1";"0.000000";"0.0000000000"
"2018";"4";"2";"AOPHG686-0350";"Air Optix Plus HydraGlyde (6 db), BC: 8.6, PWR: -3.50";"1";"1.000000";"1.0000000000"
"2018";"4";"2";"AOPHG686-0450";"Air Optix Plus HydraGlyde (6 db), BC: 8.6, PWR: -4.50";"2";"2.000000";"1.0000000000"
"2018";"4";"2";"AOWHP1288-0425";"Acuvue Oasys With Hydraclear Plus (12 db), BC: 8.8, PWR: -4.25";"1";"1.000000";"1.0000000000"
"2018";"4";"2";"AOWHP684+0275";"Acuvue Oasys With Hydraclear Plus (6 db), BC: 8.4, PWR: +2.75";"1";"1.000000";"1.0000000000"
"2018";"4";"2";"AOWHP684+0325";"Acuvue Oasys With Hydraclear Plus (6 db), BC: 8.4, PWR: +3.25";"1";"1.000000";"1.0000000000"
"2018";"4";"2";"AOWHP684-0525";"Acuvue Oasys With Hydraclear Plus (6 db), BC: 8.4, PWR: -5.25";"1";"1.000000";"1.0000000000"
"2018";"4";"2";"AOWHP684-0700";"Acuvue Oasys With Hydraclear Plus (6 db), BC: 8.4, PWR: -7.00";"1";"1.000000";"1.0000000000"
"2018";"4";"2";"AOWHP688-0225";"Acuvue Oasys With Hydraclear Plus (6 db), BC: 8.8, PWR: -2.25";"1";"1.000000";"1.0000000000"
"2018";"4";"2";"BC10";"Blink Contacts (10 ml)";"1";"1.000000";"1.0000000000"
"2018";"4";"2";"BIF386+0375";"Biofinity (3 db), BC: 8.6, PWR: +3.75";"1";"1.000000";"1.0000000000"
"2018";"4";"2";"BIF386-0125";"Biofinity (3 db), BC: 8.6, PWR: -1.25";"2";"2.000000";"1.0000000000"
"2018";"4";"2";"BIF386-0200";"Biofinity (3 db), BC: 8.6, PWR: -2.00";"2";"2.000000";"1.0000000000"
"2018";"4";"2";"BIF386-0225";"Biofinity (3 db), BC: 8.6, PWR: -2.25";"1";"1.000000";"1.0000000000"
"2018";"4";"2";"BIF386-0325";"Biofinity (3 db), BC: 8.6, PWR: -3.25";"1";"1.000000";"1.0000000000"
"2018";"4";"2";"BIF386-0350";"Biofinity (3 db), BC: 8.6, PWR: -3.50";"1";"1.000000";"1.0000000000"
"2018";"4";"2";"BIF686-0125";"Biofinity (6 db), BC: 8.6, PWR: -1.25";"1";"1.000000";"1.0000000000"
"2018";"4";"2";"BIF686-0150";"Biofinity (6 db), BC: 8.6, PWR: -1.50";"2";"2.000000";"1.0000000000"
"2018";"4";"2";"BIF686-0350";"Biofinity (6 db), BC: 8.6, PWR: -3.50";"1";"1.000000";"1.0000000000"
"2018";"4";"2";"BIFM386+0375+150N";"Biofinity Multifocal (3 db), BC: 8.6, PWR: +3.75, ADD: +1.50N";"1";"0.000000";"0.0000000000"
"2018";"4";"2";"BIFT387-0100-0125180";"Biofinity Toric (3 db), BC: 8.7, PWR: -1.00, CYL: -1.25, AX: 180°";"1";"0.000000";"0.0000000000"
"2018";"4";"2";"BIFT387-0150-0075160";"Biofinity Toric (3 db), BC: 8.7, PWR: -1.50, CYL: -0.75, AX: 160°";"1";"0.000000";"0.0000000000"
"2018";"4";"2";"BIFT387-0200-0075180";"Biofinity Toric (3 db), BC: 8.7, PWR: -2.00, CYL: -0.75, AX: 180°";"1";"1.000000";"1.0000000000"
"2018";"4";"2";"BIFT387-0225-0125180";"Biofinity Toric (3 db), BC: 8.7, PWR: -2.25, CYL: -1.25, AX: 180°";"4";"2.000000";"0.5000000000"
"2018";"4";"2";"BIFT387-0375-0075180";"Biofinity Toric (3 db), BC: 8.7, PWR: -3.75, CYL: -0.75, AX: 180°";"1";"0.000000";"0.0000000000"
"2018";"4";"2";"BIO55686-0400";"Biomedics 55 Evolution (6 db), BC: 8.6, PWR: -4.00";"2";"2.000000";"1.0000000000"
"2018";"4";"2";"BIOT300";"Biotrue (300 ml)";"8";"8.000000";"1.0000000000"
"2018";"4";"2";"BIOT387-0100-0075180";"Biomedics Toric (3 db), BC: 8.7, PWR: -1.00, CYL: -0.75, AX: 180°";"2";"0.000000";"0.0000000000"
"2018";"4";"2";"BIOT387-0525-0075160";"Biomedics Toric (3 db), BC: 8.7, PWR: -5.25, CYL: -0.75, AX: 160°";"2";"0.000000";"0.0000000000"
"2018";"4";"2";"BIOT387-0575-0125010";"Biomedics Toric (3 db), BC: 8.7, PWR: -5.75, CYL: -1.25, AX: 10°";"2";"2.000000";"1.0000000000"
"2018";"4";"2";"COMPRC";"Complete RapidCare - Gyorstisztító";"1";"1.000000";"1.0000000000"
"2018";"4";"2";"DACP3087-0350";"Dailies AquaComfort Plus (30 db), BC: 8.7, PWR: -3.50";"1";"1.000000";"1.0000000000"
"2018";"4";"2";"DACP3087-0900";"Dailies AquaComfort Plus (30 db), BC: 8.7, PWR: -9.00";"1";"1.000000";"1.0000000000"
"2018";"4";"2";"DACP9087-0350";"Dailies AquaComfort Plus (90 db), BC: 8.7, PWR: -3.50";"1";"1.000000";"1.0000000000"
"2018";"4";"2";"DT13085-0450";"Dailies Total 1 (30 db), BC: 8.5, PWR: -4.50";"1";"0.000000";"0.0000000000"
"2018";"4";"2";"DT1M3085+0200H";"Dailies Total 1 Multifocal (30 db), BC: 8.5, PWR: +2.00, ADD: HI";"1";"0.000000";"0.0000000000"
"2018";"4";"2";"DT1M3085+0225H";"Dailies Total 1 Multifocal (30 db), BC: 8.5, PWR: +2.25, ADD: HI";"1";"0.000000";"0.0000000000"
"2018";"4";"2";"ECPURE360";"EyeContact PURE (360 ml)";"5";"5.000000";"1.0000000000"
"2018";"4";"2";"EYEBE-0175GGRY";"ColourVUE BigEyes (2 db), BC: 8.6, PWR: -1.75, CLR: Gorgeous Gray / Gyönyörû Szürke";"1";"0.000000";"0.0000000000"
"2018";"4";"2";"EYEBE-0200BLK";"ColourVUE BigEyes (2 db), BC: 8.6, PWR: -2.00, CLR: Dolly Black / Fekete";"1";"1.000000";"1.0000000000"
"2018";"4";"2";"EYEBE-0200CBLU";"ColourVUE BigEyes (2 db), BC: 8.6, PWR: -2.00, CLR: Cool Blue / Kék";"1";"1.000000";"1.0000000000"
"2018";"4";"2";"EYEBE|0000ABLK";"ColourVUE BigEyes (2 db), BC: 8.6, PWR: 0.00, CLR: Awesome Black / Félelmetes Fekete";"1";"0.000000";"0.0000000000"
"2018";"4";"2";"EYECL|0000VMOR";"ColourVUE Crazy (2 db), BC: 8.6, PWR: 0.00, CLR: Voldemort";"1";"1.000000";"1.0000000000"
"2018";"4";"2";"FQT387-0200-0175040";"Frequency XCEL Toric (3 db), BC: 8.7, PWR: -2.00, CYL: -1.75, AX: 40°";"1";"0.000000";"0.0000000000"
"2018";"4";"2";"FQT387-0200-0175100";"Frequency XCEL Toric (3 db), BC: 8.7, PWR: -2.00, CYL: -1.75, AX: 100°";"1";"0.000000";"0.0000000000"
"2018";"4";"2";"HYC100";"Hy-Care (100 ml)";"1";"1.000000";"1.0000000000"
"2018";"4";"2";"MDDD3084-1200";"MyDay Daily Disposable (30 db), BC: 8.4, PWR: -12.00";"1";"1.000000";"1.0000000000"
"2018";"4";"2";"OFE355";"OPTI-FREE Express (355 ml)";"1";"1.000000";"1.0000000000"
"2018";"4";"2";"OFPM2X300";"OPTI-FREE PureMoist (2x300 ml)";"1";"1.000000";"1.0000000000"
"2018";"4";"2";"OFPM300";"OPTI-FREE PureMoist (300 ml)";"1";"1.000000";"1.0000000000"
"2018";"4";"2";"OFPM60_FREE";"OPTI-FREE PureMoist (60 ml)";"3";"3.000000";"1.0000000000"
"2018";"4";"2";"PV686+0400";"PureVision (6 db), BC: 8.6, PWR: +4.00";"1";"0.000000";"0.0000000000"
"2018";"4";"2";"PV686+0500";"PureVision (6 db), BC: 8.6, PWR: +5.00";"2";"0.000000";"0.0000000000"
"2018";"4";"2";"RB3447_001_50";"Ray-Ban RB3447 001 50/";"1";"0.000000";"0.0000000000"
"2018";"4";"2";"RNMP120";"ReNu MultiPlus (120 ml)";"1";"1.000000";"1.0000000000"
"2018";"4";"2";"RNMP360";"ReNu MultiPlus (360 ml)";"2";"2.000000";"1.0000000000"
"2018";"4";"2";"RNMP60";"ReNu MultiPlus (60 ml)";"2";"2.000000";"1.0000000000"
"2018";"4";"2";"SCA90";"SOLO-Care Aqua (90 ml)";"1";"1.000000";"1.0000000000"
"2018";"4";"2";"SL59686-0350";"SofLens 59 (6 db), BC: 8.6, PWR: -3.50";"2";"2.000000";"1.0000000000"
"2018";"4";"2";"SL59686-0800";"SofLens 59 (6 db), BC: 8.6, PWR: -8.00";"2";"2.000000";"1.0000000000"
"2018";"4";"2";"SLMF685+0050H";"SofLens Multi-Focal (6 db), BC: 8.5, PWR: +0.50, ADD: High";"2";"0.000000";"0.0000000000"
"2018";"4";"2";"SYN360";"Synergi (360 ml)";"1";"1.000000";"1.0000000000"
"2018";"4";"2";"ZERO6S184-0925";"Zero 6 Standard (1 db), BC: 8.4, PWR: -9.25";"1";NULL;NULL
"2018";"4";"2";"ZERO6S184-1200";"Zero 6 Standard (1 db), BC: 8.4, PWR: -12.00";"1";"0.000000";"0.0000000000"
"2018";"4";"3";"1620000000054";"Szemüveg-törlõkendõ #1";"1";"1.000000";"1.0000000000"
"2018";"4";"3";"1DAM3085+0375";"1 Day Acuvue Moist (30 db), BC: 8.5, PWR: +3.75";"2";"2.000000";"1.0000000000"
"2018";"4";"3";"1DAM3085-0200";"1 Day Acuvue Moist (30 db), BC: 8.5, PWR: -2.00";"1";"1.000000";"1.0000000000"
"2018";"4";"3";"1DAM3085-0225";"1 Day Acuvue Moist (30 db), BC: 8.5, PWR: -2.25";"1";"1.000000";"1.0000000000"
"2018";"4";"3";"1DAM3085-0700";"1 Day Acuvue Moist (30 db), BC: 8.5, PWR: -7.00";"1";"1.000000";"1.0000000000"
"2018";"4";"3";"1DAM3085-0800";"1 Day Acuvue Moist (30 db), BC: 8.5, PWR: -8.00";"1";"1.000000";"1.0000000000"
"2018";"4";"3";"1DAM3085-0900";"1 Day Acuvue Moist (30 db), BC: 8.5, PWR: -9.00";"2";"2.000000";"1.0000000000"
"2018";"4";"3";"1DAMA3085-0250075110";"1 Day Acuvue Moist For Astigmatism (30 db), BC: 8.5, PWR: -2.50, CYL: -0.75, AX: 110°";"2";"2.000000";"1.0000000000"
"2018";"4";"3";"1DAMA3085-0500225020";"1 Day Acuvue Moist For Astigmatism (30 db), BC: 8.5, PWR: -5.00, CYL: -2.25, AX: 20°";"1";"1.000000";"1.0000000000"
"2018";"4";"3";"1DAMA3085-0500225160";"1 Day Acuvue Moist For Astigmatism (30 db), BC: 8.5, PWR: -5.00, CYL: -2.25, AX: 160°";"1";"1.000000";"1.0000000000"
"2018";"4";"3";"1DATE3085-0150";"1 Day Acuvue TruEye (30 db), BC: 8.5, PWR: -1.50";"1";"1.000000";"1.0000000000"
"2018";"4";"3";"1DATE3085-0200";"1 Day Acuvue TruEye (30 db), BC: 8.5, PWR: -2.00";"1";"1.000000";"1.0000000000"
"2018";"4";"3";"1DATE3085-0225";"1 Day Acuvue TruEye (30 db), BC: 8.5, PWR: -2.25";"2";"2.000000";"1.0000000000"
"2018";"4";"3";"AAWH683-0175";"Acuvue Advance With Hydraclear (6 db), BC: 8.3, PWR: -1.75";"1";"1.000000";"1.0000000000"
"2018";"4";"3";"AIOL360";"All in One Light (360 ml)";"1";"1.000000";"1.0000000000"
"2018";"4";"3";"AOA386-0175";"Air Optix Aqua (3 db), BC: 8.6, PWR: -1.75";"2";"2.000000";"1.0000000000"
"2018";"4";"3";"AOA386-0200";"Air Optix Aqua (3 db), BC: 8.6, PWR: -2.00";"2";"2.000000";"1.0000000000"
"2018";"4";"3";"AOA386-0250";"Air Optix Aqua (3 db), BC: 8.6, PWR: -2.50";"2";"2.000000";"1.0000000000"
"2018";"4";"3";"AOA386-0325";"Air Optix Aqua (3 db), BC: 8.6, PWR: -3.25";"1";"1.000000";"1.0000000000"
"2018";"4";"3";"AOA386-0375";"Air Optix Aqua (3 db), BC: 8.6, PWR: -3.75";"1";"1.000000";"1.0000000000"
"2018";"4";"3";"AOA686+0175";"Air Optix Aqua (6 db), BC: 8.6, PWR: +1.75";"1";"1.000000";"1.0000000000"
"2018";"4";"3";"AOA686+0200";"Air Optix Aqua (6 db), BC: 8.6, PWR: +2.00";"1";"1.000000";"1.0000000000"
"2018";"4";"3";"AOA686-0100";"Air Optix Aqua (6 db), BC: 8.6, PWR: -1.00";"1";"1.000000";"1.0000000000"
"2018";"4";"3";"AOA686-0175";"Air Optix Aqua (6 db), BC: 8.6, PWR: -1.75";"3";"3.000000";"1.0000000000"
"2018";"4";"3";"AOA686-0200";"Air Optix Aqua (6 db), BC: 8.6, PWR: -2.00";"2";"2.000000";"1.0000000000"
"2018";"4";"3";"AOAM386+0225M";"Air Optix Aqua Multifocal (3 db), BC: 8.6, PWR: +2.25, ADD: MED";"1";"1.000000";"1.0000000000"
"2018";"4";"3";"AOAM386+0450M";"Air Optix Aqua Multifocal (3 db), BC: 8.6, PWR: +4.50, ADD: MED";"1";"1.000000";"1.0000000000"
"2018";"4";"3";"AOFA.86-0075-0075180";"Acuvue Oasys For Astigmatism (1 db), BC: 8.6, PWR: -0.75, CYL: -0.75, AX: 180°";"1";"1.000000";"1.0000000000"
"2018";"4";"3";"AOFA387+0200-0075180";"Air Optix For Astigmatism (3 db), BC: 8.7, PWR: +2.00, CYL: -0.75, AX: 180°";"1";"0.000000";"0.0000000000"
"2018";"4";"3";"AOFA387+0250-0075180";"Air Optix For Astigmatism (3 db), BC: 8.7, PWR: +2.50, CYL: -0.75, AX: 180°";"1";"0.000000";"0.0000000000"
"2018";"4";"3";"AOFA387-0225-0075090";"Air Optix For Astigmatism (3 db), BC: 8.7, PWR: -2.25, CYL: -0.75, AX: 90°";"1";"1.000000";"1.0000000000"
"2018";"4";"3";"AOFA387-0275-0075090";"Air Optix For Astigmatism (3 db), BC: 8.7, PWR: -2.75, CYL: -0.75, AX: 90°";"1";"0.000000";"0.0000000000"
"2018";"4";"3";"AOFA686-0350-0075090";"Acuvue Oasys For Astigmatism (6 db), BC: 8.6, PWR: -3.50, CYL: -0.75, AX: 90°";"1";"1.000000";"1.0000000000"
"2018";"4";"3";"AOFA686-0375-0075010";"Acuvue Oasys For Astigmatism (6 db), BC: 8.6, PWR: -3.75, CYL: -0.75, AX: 10°";"1";"0.000000";"0.0000000000"
"2018";"4";"3";"AOFA686-0375-0075060";"Acuvue Oasys For Astigmatism (6 db), BC: 8.6, PWR: -3.75, CYL: -0.75, AX: 60°";"1";"1.000000";"1.0000000000"
"2018";"4";"3";"AOFA686-0500-0225020";"Acuvue Oasys For Astigmatism (6 db), BC: 8.6, PWR: -5.00, CYL: -2.25, AX: 20°";"1";"1.000000";"1.0000000000"
"2018";"4";"3";"AOFA686-0500-0225160";"Acuvue Oasys For Astigmatism (6 db), BC: 8.6, PWR: -5.00, CYL: -2.25, AX: 160°";"1";"1.000000";"1.0000000000"
"2018";"4";"3";"AOFA686-0700-0225180";"Acuvue Oasys For Astigmatism (6 db), BC: 8.6, PWR: -7.00, CYL: -2.25, AX: 180°";"2";"2.000000";"1.0000000000"
"2018";"4";"3";"AONDA386+0250";"Air Optix Night & Day Aqua (3 db), BC: 8.6, PWR: +2.50";"2";"1.000000";"0.5000000000"
"2018";"4";"3";"AONDA684-0500";"Air Optix Night & Day Aqua (6 db), BC: 8.4, PWR: -5.00";"1";"1.000000";"1.0000000000"
"2018";"4";"3";"AONDA686-0200";"Air Optix Night & Day Aqua (6 db), BC: 8.6, PWR: -2.00";"1";"0.000000";"0.0000000000"
"2018";"4";"3";"AOPHG386-0225";"Air Optix Plus HydraGlyde (3 db), BC: 8.6, PWR: -2.25";"1";"1.000000";"1.0000000000"
"2018";"4";"3";"AOPHG386-0275";"Air Optix Plus HydraGlyde (3 db), BC: 8.6, PWR: -2.75";"1";"1.000000";"1.0000000000"
"2018";"4";"3";"AOPHG686+0425";"Air Optix Plus HydraGlyde (6 db), BC: 8.6, PWR: +4.25";"1";"0.000000";"0.0000000000"
"2018";"4";"3";"AOWHP.84-0100";"Acuvue Oasys With Hydraclear Plus (1 db), BC: 8.4, PWR: -1.00";"1";"1.000000";"1.0000000000"
"2018";"4";"3";"AOWHP.84-0750";"Acuvue Oasys With Hydraclear Plus (1 db), BC: 8.4, PWR: -7.50";"3";"0.000000";"0.0000000000"
"2018";"4";"3";"AOWHP1284-0525";"Acuvue Oasys With Hydraclear Plus (12 db), BC: 8.4, PWR: -5.25";"1";"1.000000";"1.0000000000"
"2018";"4";"3";"AOWHP684+0250";"Acuvue Oasys With Hydraclear Plus (6 db), BC: 8.4, PWR: +2.50";"1";"1.000000";"1.0000000000"
"2018";"4";"3";"AOWHP684-0150";"Acuvue Oasys With Hydraclear Plus (6 db), BC: 8.4, PWR: -1.50";"1";"1.000000";"1.0000000000"
"2018";"4";"3";"AOWHP684-0175";"Acuvue Oasys With Hydraclear Plus (6 db), BC: 8.4, PWR: -1.75";"2";"2.000000";"1.0000000000"
"2018";"4";"3";"AOWHP684-0225";"Acuvue Oasys With Hydraclear Plus (6 db), BC: 8.4, PWR: -2.25";"1";"1.000000";"1.0000000000"
"2018";"4";"3";"AOWHP684-0275";"Acuvue Oasys With Hydraclear Plus (6 db), BC: 8.4, PWR: -2.75";"3";"3.000000";"1.0000000000"
"2018";"4";"3";"AOWHP684-0300";"Acuvue Oasys With Hydraclear Plus (6 db), BC: 8.4, PWR: -3.00";"1";"1.000000";"1.0000000000"
